"ID","Meal.Plan.Description","Term.Session.Description","Entry.Status.Description","Room.Location.Description"
990094019,"Cardinal","Fall 2022","In Room","Frederiksen Court"
900244221,"105 Flex Block","Fall 2022","In Room","Frederiksen Court"
910374320,"Cardinal","Fall 2022","In Room","Helser Hall"
910234358,"Silver","Fall 2022","In Room","Frederiksen Court"
940304376,"Cardinal","Fall 2022","In Room","Geoffroy Hall"
950834366,"Bronze","Fall 2022","Application","Off Campus"
940424434,"Cardinal","Fall 2022","In Room","Geoffroy Hall"
960584567,"Cardinal","Fall 2022","In Room","Helser Hall"
960634616,"25 Flex Block","Fall 2022","History","Off Campus"
960974751,"Cardinal","Fall 2022","In Room","Martin Hall"
990174773,"RA Plan","Fall 2022","In Room","Geoffroy Hall"
980954918,"Cardinal","Fall 2022","In Room","Geoffroy Hall"
5168,"RA Plan","Fall 2022","In Room","Friley Hall"
90225289,"Cardinal","Fall 2022","In Room","Eaton Hall"
50625655,"Cyclone","Fall 2022","In Room","Frederiksen Court"
40765795,"Cardinal","Fall 2022","In Room","Willow Hall"
90755748,"85 Flex Block","Fall 2022","History","Off Campus"
40995930,"Cardinal","Fall 2022","In Room","Buchanan Hall"
180085017,"Gold","Fall 2022","In Room","Eaton Hall"
110145171,"Cardinal","Fall 2022","In Room","Geoffroy Hall"
120115142,"105 Flex Block","Fall 2022","History","Off Campus"
120205272,"Bronze","Fall 2022","In Room","Buchanan Hall"
160385307,"Cardinal","Fall 2022","In Room","Willow Hall"
160395342,"Gold","Fall 2022","In Room","Friley Hall"
140545575,"Cardinal","Fall 2022","In Room","Barton Hall"
170645544,"Cardinal","Fall 2022","Application","Off Campus"
190545579,"Cyclone","Fall 2022","In Room","Friley Hall"
110605642,"Cardinal","Fall 2022","In Room","Welch Hall"
100855822,"Cardinal","Fall 2022","In Room","Helser Hall"
290165149,"Gold","Fall 2022","In Room","Maple Hall"
290145189,"25 Flex Block","Fall 2022","Application","Off Campus"
210255291,"Cardinal","Fall 2022","In Room","Lyon Hall"
240265214,"Cardinal","Fall 2022","Reserved","Geoffroy Hall"
200335371,"Cardinal","Fall 2022","In Room","Willow Hall"
250595505,"Cardinal","Fall 2022","In Room","Birch Hall"
290605649,"RA Plan","Fall 2022","In Room","Elm Hall"
290685668,"Cardinal","Fall 2022","In Room","Maple Hall"
230815864,"Cardinal","Fall 2022","In Room","Willow Hall"
240845834,"Cardinal","Fall 2022","In Room","Buchanan Hall"
230965903,"Gold","Fall 2022","In Room","Linden Hall"
320195192,"Gold","Fall 2022","In Room","Buchanan Hall"
330225280,"RA Plan","Fall 2022","In Room","Martin Hall"
380565539,"Cardinal","Fall 2022","In Room","Friley Hall"
380725738,"Bronze","Fall 2022","In Room","Helser Hall"
380795794,"Cardinal","Fall 2022","In Room","Friley Hall"
390735726,"25 Flex Block","Fall 2022","Application","Off Campus"
320835861,"Bronze","Fall 2022","History","Off Campus"
350805853,"Cyclone","Fall 2022","In Room","Frederiksen Court"
360925926,"Cardinal","Fall 2022","In Room","Maple Hall"
440135165,"50 Flex Block","Fall 2022","Application","Off Campus"
400155246,"Bronze","Fall 2022","In Room","Friley Hall"
420135228,"Bronze","Fall 2022","In Room","Friley Hall"
450285285,"Cardinal","Fall 2022","In Room","Willow Hall"
440775770,"25 Flex Block","Fall 2022","Application","Off Campus"
490805711,"85 Flex Block","Fall 2022","In Room","Frederiksen Court"
420875800,"Cardinal","Fall 2022","In Room","Welch Hall"
450985955,"Cardinal","Fall 2022","In Room","Linden Hall"
470935997,"50 Flex Block","Fall 2022","History","Off Campus"
530155041,"Cardinal","Fall 2022","In Room","Elm Hall"
550005092,"Cardinal","Fall 2022","In Room","Friley Hall"
570095037,"Cardinal","Fall 2022","In Room","Buchanan Hall"
520545511,"Cardinal","Fall 2022","In Room","Friley Hall"
580525567,"50 Flex Block","Fall 2022","History","Off Campus"
570775757,"Cardinal","Fall 2022","In Room","Oak Hall"
590795788,"Gold","Fall 2022","In Room","Elm Hall"
510815907,"Bronze","Fall 2022","History","Off Campus"
600905026,"Bronze","Fall 2022","Cancelled","Off Campus"
670115157,"105 Flex Block","Fall 2022","In Room","University Village"
670245237,"Cardinal","Fall 2022","In Room","Friley Hall"
610325332,"Cardinal","Fall 2022","In Room","Willow Hall"
600495516,"25 Flex Block","Fall 2022","In Room","University Village"
790335328,"Cardinal","Fall 2022","In Room","Maple Hall"
740455454,"Bronze","Fall 2022","History","Off Campus"
790515599,"CyFlex","Fall 2022","In Room","Geoffroy Hall"
760785761,"Cardinal","Fall 2022","In Room","Friley Hall"
770795797,"Gold","Fall 2022","In Room","Maple Hall"
760975938,"Cardinal","Fall 2022","In Room","Maple Hall"
800925049,"Cardinal","Fall 2022","In Room","Martin Hall"
820985027,"Gold","Fall 2022","In Room","Friley Hall"
830005032,"85 Flex Block","Fall 2022","History","Off Campus"
860035004,"Cardinal","Fall 2022","In Room","Larch Hall"
870015088,"Cyclone","Fall 2022","In Room","Maple Hall"
850195104,"Cardinal","Fall 2022","In Room","Barton Hall"
820315331,"Cardinal","Fall 2022","In Room","Willow Hall"
830315384,"Cardinal","Fall 2022","In Room","Helser Hall"
840495422,"Cardinal","Fall 2022","In Room","Frederiksen Court"
810665610,"Cardinal","Fall 2022","In Room","Geoffroy Hall"
830735777,"Cyclone","Fall 2022","In Room","Helser Hall"
840775712,"Gold","Fall 2022","In Room","Friley Hall"
860805806,"Cardinal","Fall 2022","In Room","Martin Hall"
880865878,"Cardinal","Fall 2022","In Room","Friley Hall"
870925937,"Cardinal","Fall 2022","In Room","Elm Hall"
990335141,"Cardinal","Fall 2022","In Room","Wallace Hall"
920115238,"Gold","Fall 2022","In Room","Welch Hall"
920165298,"25 Flex Block","Fall 2022","History","Off Campus"
990225219,"Cardinal","Fall 2022","In Room","Frederiksen Court"
920345322,"Cardinal","Fall 2022","In Room","Oak Hall"
940615685,"Cardinal","Fall 2022","In Room","Maple Hall"
940745754,"Gold","Fall 2022","In Room","Oak Hall"
20076086,"105 Flex Block","Fall 2022","In Room","Schilletter Village"
80096097,"50 Flex Block","Fall 2022","In Room","University Village"
60166164,"Cardinal","Fall 2022","In Room","Geoffroy Hall"
70176112,"50 Flex Block","Fall 2022","Application","Off Campus"
10246290,"Cardinal","Fall 2022","In Room","Geoffroy Hall"
10286347,"85 Flex Block","Fall 2022","Application","Off Campus"
10336477,"Cardinal","Fall 2022","In Room","Friley Hall"
90546514,"Cardinal","Fall 2022","In Room","Barton Hall"
80636607,"Cardinal","Fall 2022","In Room","Larch Hall"
60766792,"Gold","Fall 2022","History","Off Campus"
50976931,"Cardinal","Fall 2022","In Room","Friley Hall"
140036034,"Gold","Fall 2022","In Room","Helser Hall"
100096139,"Cardinal","Fall 2022","In Room","Willow Hall"
150256253,"105 Flex Block","Fall 2022","Cancelled","Off Campus"
150456411,"50 Flex Block","Fall 2022","Application","Off Campus"
180466405,"Cardinal","Fall 2022","In Room","Friley Hall"
150826800,"25 Flex Block","Fall 2022","History","Off Campus"
150806885,"Cardinal","Fall 2022","In Room","Willow Hall"
170906849,"25 Flex Block","Fall 2022","Application","Off Campus"
280096007,"Cardinal","Fall 2022","In Room","Oak Hall"
270676615,"Bronze","Fall 2022","In Room","Frederiksen Court"
230736899,"Cardinal","Fall 2022","Reserved","Friley Hall"
210886919,"Cardinal","Fall 2022","In Room","Elm Hall"
220876927,"RA Plan","Fall 2022","In Room","Eaton Hall"
300266270,"Cardinal","Fall 2022","In Room","Friley Hall"
310586500,"Cardinal","Fall 2022","In Room","Lyon Hall"
380556507,"Cardinal","Fall 2022","In Room","Geoffroy Hall"
390626590,"Cardinal","Fall 2022","In Room","Buchanan Hall"
370616683,"Cardinal","Fall 2022","In Room","Martin Hall"
360846804,"Cyclone","Fall 2022","In Room","Martin Hall"
360906926,"Cardinal","Fall 2022","In Room","Martin Hall"
440636137,"50 Flex Block","Fall 2022","History","Off Campus"
480146136,"Silver","Fall 2022","In Room","University Village"
490206207,"105 Flex Block","Fall 2022","In Room","University Village"
480406436,"Cardinal","Fall 2022","In Room","Friley Hall"
460066700,"Cardinal","Fall 2022","In Room","Buchanan Hall"
490766767,"50 Flex Block","Fall 2022","History","Off Campus"
490716779,"Gold","Fall 2022","In Room","Linden Hall"
420866890,"Silver","Fall 2022","In Room","Freeman Hall"
440826894,"Cardinal","Fall 2022","In Room","Willow Hall"
480876823,"Silver","Fall 2022","In Room","University Village"
490876837,"CyFlex","Fall 2022","History","Off Campus"
580106133,"Cardinal","Fall 2022","History","Off Campus"
580276206,"Bronze","Fall 2022","History","Off Campus"
590266284,"Silver","Fall 2022","In Room","Frederiksen Court"
560596575,"Cardinal","Fall 2022","In Room","Elm Hall"
500576649,"Cardinal","Fall 2022","In Room","Welch Hall"
550666633,"Gold","Fall 2022","In Room","Buchanan Hall"
520726730,"Cardinal","Fall 2022","In Room","Willow Hall"
560756787,"Bronze","Fall 2022","In Room","University Village"
500796805,"Bronze","Fall 2022","In Room","Wallace Hall"
560896807,"Gold","Fall 2022","In Room","Friley Hall"
680036027,"Cyclone","Fall 2022","In Room","Maple Hall"
610246346,"Cardinal","Fall 2022","In Room","Birch Hall"
610456586,"Gold","Fall 2022","In Room","Geoffroy Hall"
640836802,"Cardinal","Fall 2022","In Room","Friley Hall"
640846822,"50 Flex Block","Fall 2022","History","Off Campus"
640866999,"Cardinal","Fall 2022","In Room","Linden Hall"
760026094,"Cardinal","Fall 2022","In Room","Eaton Hall"
780176166,"Cardinal","Fall 2022","In Room","Birch Hall"
730256389,"50 Flex Block","Fall 2022","Application","Off Campus"
790386314,"85 Flex Block","Fall 2022","History","Off Campus"
740476589,"Gold","Fall 2022","In Room","Eaton Hall"
750696660,"85 Flex Block","Fall 2022","In Room","Frederiksen Court"
720616777,"Cardinal","Fall 2022","In Room","Eaton Hall"
730736701,"Cardinal","Fall 2022","In Room","Willow Hall"
740796782,"Cardinal","Fall 2022","In Room","Willow Hall"
760786743,"Cardinal","Fall 2022","In Room","Geoffroy Hall"
770866828,"Cardinal","Fall 2022","In Room","Buchanan Hall"
720956991,"Gold","Fall 2022","In Room","Larch Hall"
880036026,"Cardinal","Fall 2022","In Room","Eaton Hall"
830366286,"Cardinal","Fall 2022","In Room","Buchanan Hall"
850226240,"Cardinal","Fall 2022","In Room","Larch Hall"
820256329,"Cardinal","Fall 2022","In Room","Friley Hall"
880756702,"Silver","Fall 2022","In Room","Friley Hall"
880746776,"50 Flex Block","Fall 2022","History","Off Campus"
880886802,"25 Flex Block","Fall 2022","History","Off Campus"
880866853,"Silver","Fall 2022","History","Off Campus"
910126229,"Cardinal","Fall 2022","In Room","Birch Hall"
920196249,"Cardinal","Fall 2022","In Room","Eaton Hall"
910326300,"Cardinal","Fall 2022","In Room","Eaton Hall"
950316334,"Cardinal","Fall 2022","In Room","Friley Hall"
900356468,"Gold","Fall 2022","In Room","Birch Hall"
940436508,"Cardinal","Fall 2022","In Room","Geoffroy Hall"
960746739,"Bronze","Fall 2022","History","Off Campus"
920796826,"Cardinal","Fall 2022","In Room","Buchanan Hall"
930966921,"Cardinal","Fall 2022","In Room","Oak Hall"
50177103,"Gold","Fall 2022","In Room","Maple Hall"
30227202,"Cyclone","Fall 2022","In Room","Helser Hall"
20227319,"Cardinal","Fall 2022","In Room","Welch Hall"
60367395,"Gold","Fall 2022","In Room","Geoffroy Hall"
80357366,"Gold","Fall 2022","In Room","Friley Hall"
90677607,"Cardinal","Fall 2022","In Room","Larch Hall"
90727757,"Gold","Fall 2022","In Room","Martin Hall"
10887830,"Cyclone","Fall 2022","In Room","Geoffroy Hall"
40887928,"50 Flex Block","Fall 2022","Reserved","Off Campus"
40997941,"25 Flex Block","Fall 2022","History","Off Campus"
120967029,"Cardinal","Fall 2022","In Room","Helser Hall"
120137171,"Gold","Fall 2022","In Room","Maple Hall"
100107228,"105 Flex Block","Fall 2022","In Room","Frederiksen Court"
150237250,"Cardinal","Fall 2022","In Room","Friley Hall"
100277339,"Cardinal","Fall 2022","In Room","Eaton Hall"
140257308,"Cardinal","Fall 2022","In Room","Helser Hall"
180557515,"Cardinal","Fall 2022","In Room","Maple Hall"
100617748,"105 Flex Block","Fall 2022","History","Off Campus"
100757752,"Cardinal","Fall 2022","In Room","Oak Hall"
130907910,"Cardinal","Fall 2022","In Room","Linden Hall"
250097062,"25 Flex Block","Fall 2022","In Room","Schilletter Village"
290097066,"Bronze","Fall 2022","In Room","Martin Hall"
220387380,"25 Flex Block","Fall 2022","History","Off Campus"
260317355,"Cyclone","Fall 2022","In Room","Willow Hall"
290367353,"Cardinal","Fall 2022","In Room","Barton Hall"
230447423,"Cardinal","Fall 2022","In Room","Elm Hall"
270487485,"Cardinal","Fall 2022","History","Off Campus"
200727816,"85 Flex Block","Fall 2022","History","Off Campus"
260897820,"Bronze","Fall 2022","In Room","University Village"
280857806,"Bronze","Fall 2022","In Room","Frederiksen Court"
270947975,"Cardinal","Fall 2022","In Room","Friley Hall"
360217235,"Cardinal","Fall 2022","In Room","Helser Hall"
370257204,"50 Flex Block","Fall 2022","History","Off Campus"
380377366,"Cardinal","Fall 2022","In Room","Linden Hall"
300397432,"50 Flex Block","Fall 2022","History","Off Campus"
360407476,"Cardinal","Fall 2022","In Room","Helser Hall"
380517583,"Gold","Fall 2022","In Room","Eaton Hall"
380767705,"Cyclone","Fall 2022","In Room","Helser Hall"
320807860,"Bronze","Fall 2022","History","Off Campus"
490017077,"105 Flex Block","Fall 2022","In Room","Frederiksen Court"
430147162,"Gold","Fall 2022","In Room","Helser Hall"
470157152,"Bronze","Fall 2022","In Room","Frederiksen Court"
460207254,"Gold","Fall 2022","In Room","Larch Hall"
410327405,"Cardinal","Fall 2022","Cancelled","Off Campus"
430367447,"Cardinal","Fall 2022","In Room","Friley Hall"
460487414,"Cardinal","Fall 2022","In Room","Friley Hall"
470427485,"Cardinal","Fall 2022","In Room","Frederiksen Court"
480607666,"Cardinal","Fall 2022","In Room","Eaton Hall"
410767839,"Cardinal","Fall 2022","In Room","Geoffroy Hall"
430887840,"Cardinal","Fall 2022","In Room","Martin Hall"
430897880,"Cyclone","Fall 2022","In Room","Geoffroy Hall"
490827808,"Cardinal","Fall 2022","In Room","Helser Hall"
410877965,"50 Flex Block","Fall 2022","Application","Off Campus"
510937055,"Cardinal","Fall 2022","In Room","Maple Hall"
570057003,"50 Flex Block","Fall 2022","Application","Off Campus"
590067077,"Cardinal","Fall 2022","In Room","Lyon Hall"
590577593,"Cardinal","Fall 2022","In Room","Friley Hall"
560727703,"Cardinal","Fall 2022","In Room","Lyon Hall"
570757751,"50 Flex Block","Fall 2022","Application","Off Campus"
590777733,"Cardinal","Fall 2022","In Room","Willow Hall"
530857821,"Cardinal","Fall 2022","In Room","Maple Hall"
540827853,"Cardinal","Fall 2022","In Room","Buchanan Hall"
510897968,"85 Flex Block","Fall 2022","History","Off Campus"
520937900,"Cyclone","Fall 2022","In Room","Willow Hall"
640547521,"Cyclone","Fall 2022","In Room","Buchanan Hall"
640537583,"Cardinal","Fall 2022","In Room","Elm Hall"
710097134,"Bronze","Fall 2022","History","Off Campus"
760147150,"85 Flex Block","Fall 2022","History","Off Campus"
790437443,"Cardinal","Fall 2022","In Room","Willow Hall"
700517607,"105 Flex Block","Fall 2022","In Room","Frederiksen Court"
730587687,"Cardinal","Fall 2022","In Room","Lyon Hall"
760697749,"50 Flex Block","Fall 2022","In Room","University Village"
790747753,"Bronze","Fall 2022","In Room","Frederiksen Court"
710707855,"50 Flex Block","Fall 2022","History","Off Campus"
780887854,"Cardinal","Fall 2022","In Room","Helser Hall"
790977926,"105 Flex Block","Fall 2022","Reserved","Frederiksen Court"
850367352,"Bronze","Fall 2022","In Room","Frederiksen Court"
880477475,"Gold","Fall 2022","In Room","Friley Hall"
820427546,"Cardinal","Fall 2022","In Room","Buchanan Hall"
850577668,"Cardinal","Fall 2022","In Room","Helser Hall"
820717720,"Cardinal","Fall 2022","In Room","Geoffroy Hall"
880937774,"Cyclone","Fall 2022","In Room","Maple Hall"
810767858,"Cardinal","Fall 2022","In Room","Oak Hall"
810747899,"Cardinal","Fall 2022","In Room","Helser Hall"
910947098,"Cardinal","Fall 2022","In Room","Frederiksen Court"
930997047,"Cardinal","Fall 2022","In Room","Oak Hall"
970077030,"Cardinal","Fall 2022","In Room","Wallace Hall"
950367362,"Gold","Fall 2022","In Room","Martin Hall"
930517421,"Gold","Fall 2022","In Room","Roberts Hall"
970457445,"Cardinal","Fall 2022","In Room","Willow Hall"
920687749,"Cardinal","Fall 2022","In Room","Elm Hall"
940847948,"Cardinal","Fall 2022","In Room","Friley Hall"
30998039,"Gold","Fall 2022","In Room","Friley Hall"
40008011,"Cardinal","Fall 2022","In Room","Friley Hall"
50048073,"Cyclone","Fall 2022","In Room","Eaton Hall"
80178114,"Cardinal","Fall 2022","In Room","Buchanan Hall"
468228,"Cardinal","Fall 2022","In Room","Larch Hall"
30228338,"Silver","Fall 2022","In Room","University Village"
70308316,"Silver","Fall 2022","In Room","Frederiksen Court"
80318375,"Gold","Fall 2022","In Room","Larch Hall"
20328496,"Cyclone","Fall 2022","In Room","Friley Hall"
80588404,"Cardinal","Fall 2022","In Room","Friley Hall"
80558525,"Cardinal","Fall 2022","In Room","Linden Hall"
90888867,"Gold","Fall 2022","In Room","Friley Hall"
20888959,"Cardinal","Fall 2022","Application","Off Campus"
160368380,"Silver","Fall 2022","History","Off Campus"
110658788,"Gold","Fall 2022","In Room","Martin Hall"
190978912,"Cardinal","Fall 2022","In Room","Lyon Hall"
230948059,"Silver","Fall 2022","History","Off Campus"
230158100,"Cardinal","Fall 2022","In Room","Elm Hall"
220168246,"Cardinal","Fall 2022","In Room","Lyon Hall"
290288266,"Cardinal","Fall 2022","In Room","Oak Hall"
290248276,"Bronze","Fall 2022","In Room","Frederiksen Court"
230598425,"Cardinal","Fall 2022","In Room","Birch Hall"
210858682,"Cardinal","Fall 2022","In Room","Willow Hall"
290888842,"Gold","Fall 2022","In Room","Linden Hall"
220848905,"Cardinal","Fall 2022","In Room","Maple Hall"
380078065,"Cardinal","Fall 2022","In Room","Friley Hall"
300048147,"Cardinal","Fall 2022","In Room","Larch Hall"
320268335,"Cardinal","Fall 2022","In Room","Buchanan Hall"
300488503,"50 Flex Block","Fall 2022","Application","Off Campus"
360548500,"25 Flex Block","Fall 2022","Application","Off Campus"
310518637,"50 Flex Block","Fall 2022","History","Off Campus"
450058052,"Cardinal","Fall 2022","In Room","Friley Hall"
450288221,"Cardinal","Fall 2022","In Room","Helser Hall"
460458274,"Cardinal","Fall 2022","In Room","Eaton Hall"
410248308,"Cardinal","Fall 2022","In Room","Willow Hall"
420238389,"Cardinal","Fall 2022","In Room","Martin Hall"
400308404,"50 Flex Block","Fall 2022","In Room","University Village"
410308468,"Gold","Fall 2022","In Room","Buchanan Hall"
410328499,"Gold","Fall 2022","In Room","Freeman Hall"
470688693,"Cardinal","Fall 2022","In Room","Buchanan Hall"
470638695,"Cardinal","Fall 2022","In Room","Willow Hall"
480508850,"Cardinal","Fall 2022","In Room","Welch Hall"
490388868,"Gold","Fall 2022","In Room","Linden Hall"
440938962,"Cardinal","Fall 2022","In Room","Larch Hall"
560198218,"Cardinal","Fall 2022","In Room","Freeman Hall"
560208274,"Cyclone","Fall 2022","In Room","Helser Hall"
570298280,"Cardinal","Fall 2022","In Room","Geoffroy Hall"
500268307,"Gold","Fall 2022","In Room","Buchanan Hall"
570428410,"Bronze","Fall 2022","History","Off Campus"
590538506,"Cardinal","Fall 2022","In Room","Helser Hall"
500538636,"Gold","Fall 2022","In Room","Larch Hall"
590138668,"Cardinal","Fall 2022","In Room","Friley Hall"
530778740,"Cardinal","Fall 2022","In Room","Helser Hall"
580718775,"Cyclone","Fall 2022","In Room","Wallace Hall"
590748777,"Cyclone","Fall 2022","In Room","Martin Hall"
680288251,"Cardinal","Fall 2022","In Room","Friley Hall"
690688686,"RA Plan","Fall 2022","In Room","Geoffroy Hall"
660818845,"Gold","Fall 2022","In Room","Geoffroy Hall"
680868871,"Silver","Fall 2022","Cancelled","Off Campus"
760098082,"Cardinal","Fall 2022","In Room","Eaton Hall"
740158111,"Gold","Fall 2022","In Room","Buchanan Hall"
750198120,"Gold","Fall 2022","In Room","Buchanan Hall"
750048148,"Cardinal","Fall 2022","In Room","Roberts Hall"
740208201,"Cardinal","Fall 2022","In Room","Oak Hall"
720288328,"Cardinal","Fall 2022","In Room","Willow Hall"
780348351,"105 Flex Block","Fall 2022","In Room","Frederiksen Court"
790338326,"Cardinal","Fall 2022","In Room","Willow Hall"
720358438,"Cardinal","Fall 2022","In Room","Friley Hall"
710458524,"50 Flex Block","Fall 2022","History","Off Campus"
750518542,"Cyclone","Fall 2022","In Room","Welch Hall"
740748741,"Cardinal","Fall 2022","In Room","Helser Hall"
750748793,"Cardinal","Fall 2022","In Room","Friley Hall"
770818854,"Gold","Fall 2022","In Room","Friley Hall"
840918037,"Cardinal","Fall 2022","In Room","Maple Hall"
850068072,"Gold","Fall 2022","In Room","Oak Hall"
860098002,"Cardinal","Fall 2022","In Room","Geoffroy Hall"
880148100,"105 Flex Block","Fall 2022","In Room","University Village"
890158125,"50 Flex Block","Fall 2022","In Room","Frederiksen Court"
800318478,"Cardinal","Fall 2022","In Room","Elm Hall"
870448424,"Cardinal","Fall 2022","In Room","Wallace Hall"
850568572,"Cardinal","Fall 2022","In Room","Wallace Hall"
850658681,"Gold","Fall 2022","In Room","Eaton Hall"
870258954,"Cardinal","Fall 2022","In Room","Oak Hall"
960068128,"50 Flex Block","Fall 2022","History","Off Campus"
970108124,"Cardinal","Fall 2022","In Room","Friley Hall"
970158163,"Cardinal","Fall 2022","In Room","Friley Hall"
910148257,"CyFlex","Fall 2022","In Room","Wallace Hall"
970208285,"Cardinal","Fall 2022","In Room","Helser Hall"
910208399,"Cardinal","Fall 2022","In Room","Maple Hall"
930338310,"Cardinal","Fall 2022","In Room","Maple Hall"
960268328,"Cardinal","Fall 2022","In Room","Welch Hall"
900448527,"Gold","Fall 2022","In Room","Geoffroy Hall"
920638568,"Cardinal","Fall 2022","In Room","Helser Hall"
910568697,"Bronze","Fall 2022","Cancelled","Off Campus"
940638697,"Cardinal","Fall 2022","In Room","Geoffroy Hall"
950758878,"RA Plan","Fall 2022","In Room","Buchanan Hall"
990818875,"Cardinal","Fall 2022","Reserved","Oak Hall"
10069133,"Cardinal","Fall 2022","In Room","Geoffroy Hall"
40359370,"Silver","Fall 2022","In Room","Martin Hall"
50489472,"Cardinal","Fall 2022","In Room","Helser Hall"
40469506,"Cardinal","Fall 2022","In Room","Willow Hall"
50459537,"Bronze","Fall 2022","In Room","Friley Hall"
50489569,"Cardinal","Fall 2022","In Room","Martin Hall"
20529628,"Gold","Fall 2022","In Room","Frederiksen Court"
20559699,"Cardinal","Fall 2022","In Room","Elm Hall"
719853,"Bronze","Fall 2022","History","Off Campus"
130259290,"Cardinal","Fall 2022","In Room","Wallace Hall"
190359301,"50 Flex Block","Fall 2022","History","Off Campus"
190399324,"Gold","Fall 2022","In Room","Buchanan Hall"
140419472,"Silver","Fall 2022","In Room","Frederiksen Court"
190449482,"Cardinal","Fall 2022","In Room","Martin Hall"
150539532,"Gold","Fall 2022","In Room","Friley Hall"
160509562,"105 Flex Block","Fall 2022","History","Off Campus"
130609600,"Cardinal","Fall 2022","In Room","Maple Hall"
140529677,"Bronze","Fall 2022","History","Off Campus"
140749780,"Cardinal","Fall 2022","In Room","Maple Hall"
130809956,"Cardinal","Fall 2022","In Room","Frederiksen Court"
190949904,"Cardinal","Fall 2022","In Room","Maple Hall"
280029010,"50 Flex Block","Fall 2022","History","Off Campus"
210169286,"85 Flex Block","Fall 2022","In Room","Frederiksen Court"
290269211,"Cardinal","Fall 2022","In Room","Geoffroy Hall"
260389300,"Gold","Fall 2022","In Room","Wallace Hall"
200509615,"Bronze","Fall 2022","History","Off Campus"
220789844,"Cardinal","Fall 2022","In Room","Eaton Hall"
260899842,"Cardinal","Fall 2022","In Room","Helser Hall"
340039091,"Cardinal","Fall 2022","In Room","Geoffroy Hall"
330119160,"Cardinal","Fall 2022","In Room","Welch Hall"
370079149,"Gold","Fall 2022","In Room","Eaton Hall"
380249244,"Gold","Fall 2022","In Room","Maple Hall"
300219366,"25 Flex Block","Fall 2022","Application","Off Campus"
300219366,"25 Flex Block","Fall 2022","Application","Off Campus"
320279314,"Bronze","Fall 2022","Application","Off Campus"
300469516,"Cardinal","Fall 2022","In Room","Friley Hall"
320419558,"Bronze","Fall 2022","History","Off Campus"
340509511,"Cardinal","Fall 2022","In Room","Maple Hall"
380509533,"Gold","Fall 2022","In Room","Friley Hall"
310799863,"85 Flex Block","Fall 2022","In Room","Frederiksen Court"
390899855,"Cardinal","Fall 2022","In Room","Maple Hall"
470029083,"Cardinal","Fall 2022","In Room","Helser Hall"
480029010,"Gold","Fall 2022","In Room","Birch Hall"
420049124,"85 Flex Block","Fall 2022","History","Off Campus"
460169172,"Cardinal","Fall 2022","In Room","Helser Hall"
470189153,"Silver","Fall 2022","In Room","Linden Hall"
420309418,"Cardinal","Fall 2022","In Room","Linden Hall"
460399407,"105 Flex Block","Fall 2022","In Room","University Village"
400679621,"RA Plan","Fall 2022","In Room","Wallace Hall"
460669632,"Gold","Fall 2022","In Room","Geoffroy Hall"
410879936,"85 Flex Block","Fall 2022","History","Off Campus"
480929984,"Gold","Fall 2022","In Room","Friley Hall"
510099164,"85 Flex Block","Fall 2022","Application","Off Campus"
500169246,"Cardinal","Fall 2022","In Room","Willow Hall"
590449414,"Cardinal","Fall 2022","In Room","Friley Hall"
550489567,"Gold","Fall 2022","In Room","Helser Hall"
510539663,"Cardinal","Fall 2022","In Room","Elm Hall"
530719896,"Silver","Fall 2022","In Room","Frederiksen Court"
520839974,"Cardinal","Fall 2022","In Room","Helser Hall"
540099921,"Cardinal","Fall 2022","In Room","Friley Hall"
660039092,"Gold","Fall 2022","In Room","Roberts Hall"
620399484,"Gold","Fall 2022","In Room","Friley Hall"
600409586,"Silver","Fall 2022","In Room","Eaton Hall"
660949991,"Cardinal","Fall 2022","In Room","Geoffroy Hall"
730919099,"Cardinal","Fall 2022","In Room","Friley Hall"
740079091,"Gold","Fall 2022","In Room","Martin Hall"
720209307,"Cardinal","Fall 2022","In Room","Martin Hall"
740719776,"Bronze","Fall 2022","In Room","Frederiksen Court"
730899968,"Cardinal","Fall 2022","In Room","Friley Hall"
730839979,"Cardinal","Fall 2022","In Room","Helser Hall"
790999953,"RA Plan","Fall 2022","In Room","Helser Hall"
880099043,"Cardinal","Fall 2022","In Room","Willow Hall"
800139235,"Bronze","Fall 2022","In Room","Frederiksen Court"
840229230,"Cardinal","Fall 2022","In Room","Martin Hall"
830289325,"25 Flex Block","Fall 2022","History","Off Campus"
810319494,"Cyclone","Fall 2022","In Room","Elm Hall"
810669703,"Cardinal","Fall 2022","In Room","Buchanan Hall"
850719761,"Cardinal","Fall 2022","In Room","Friley Hall"
830789849,"Cardinal","Fall 2022","In Room","Geoffroy Hall"
870749869,"Cardinal","Fall 2022","In Room","Friley Hall"
900949062,"Gold","Fall 2022","In Room","Friley Hall"
910149257,"Cardinal","Fall 2022","In Room","Helser Hall"
980179209,"RA Plan","Fall 2022","In Room","Oak Hall"
990259201,"25 Flex Block","Fall 2022","History","Off Campus"
940329391,"Gold","Fall 2022","In Room","Willow Hall"
970349489,"50 Flex Block","Fall 2022","History","Off Campus"
980379409,"RA Plan","Fall 2022","In Room","Helser Hall"
900859982,"25 Flex Block","Fall 2022","History","Off Campus"
970929903,"Gold","Fall 2022","In Room","Friley Hall"
91080014,"Cardinal","Fall 2022","In Room","Helser Hall"
1150221,"Cardinal","Fall 2022","In Room","Maple Hall"
